key,lexicons_count,lexicons
"drawWithoutAskingNSFW","1","app.sonasky.ref"
"drawWithoutAskingSFW","1","app.sonasky.ref"
"nsfw","2","app.sonasky.ref;com.shinolabs.pinksea.oekaki"
"pronouns","1","app.sonasky.ref"
"refSheet","1","app.sonasky.ref"
"species","3","app.sonasky.ref;net.anisota.beta.game.specimen;net.anisota.beta.game.collection"
"hex","1","app.sonasky.ref"
"attack","1","app.tcg.card"
"defense","1","app.tcg.card"
"rarity","8","app.tcg.card;net.anisota.beta.game.dailyRewards;net.anisota.beta.game.specimen;net.anisota.beta.game.pack;net.anisota.beta.game.collection;net.anisota.beta.game.log;net.anisota.beta.game.inventory;net.anisota.game.inventory"
"rank","1","app.truanon.label"
"wants_personal","1","app.truanon.prefs"
"wants_private","1","app.truanon.prefs"
"wants_social","1","app.truanon.prefs"
"wants_verified","1","app.truanon.prefs"
"categories","3","app.yoten.activity.def;ar.com.cabildoabierto.topic;org.impactindexer.status"
"link","5","app.yoten.feed.resource;app.yoten.feed.session;blog.pckt.publication;blue.zio.bsky2tg.post;com.inkreaders.book.post"
"reactionType","1","app.yoten.feed.reaction"
"languageCode","1","app.yoten.feed.session"
"predefinedActivityName","1","app.yoten.feed.session"
"resource","2","app.yoten.feed.session;com.atproto.lexicon.schema"
"body","10","app.yoten.feed.comment;blog.pckt.post;com.alephcubed.starmark.review;com.skybemoreblue.intro.introduction;dev.at-studio.test.xrpc.request;link.pastesphere.snippet;org.xcvr.lrc.message;sh.tangled.repo.issue;sh.tangled.repo.pull.comment;sh.tangled.repo.issue.comment"
"columns","2","ar.cabildoabierto.data.dataset;com.shadowsky.columns"
"embeds","2","ar.cabildoabierto.feed.article;industries.geesawra.website"
"labels","2","ar.cabildoabierto.feed.article;sh.tangled.repo"
"values","2","ar.cabildoabierto.feed.article;com.shinolabs.pinksea.preferences"
"val","2","ar.cabildoabierto.feed.article;com.atproto.label.defs"
"props","1","ar.cabildoabierto.wiki.topicVersion"
"value","10","ar.cabildoabierto.wiki.topicVersion;com.shinolabs.pinksea.preferences;community.lexicon.location.hthree;life.smol.tipJar;my.skylights.listItem;my.skylights.rel;sh.tangled.label.op;social.pinksky.app.collection;social.pinksky.app.preference;test.example.counter"
"badgeType","1","at.atproto.supporter.badge"
"service","8","at.atproto.supporter.badge;fail.tree.identity.claim;me.atpub.identity.claim;social.impro.endorsement;social.impro.nodeRegistration;works.catalog.album;works.catalog.artist;works.catalog.track"
"serviceConsumer","1","beauty.cybernetic.trustcow.transaction"
"serviceProvider","1","beauty.cybernetic.trustcow.transaction"
"transactionId","1","beauty.cybernetic.trustcow.transaction"
"publishedAt","5","best.akizuki.blahglegacy.post;blog.pckt.post;pub.leaflet.document;sky.write.on.pages;tools.smokesignal.blahg.content.post"
"blog","1","blog.pckt.post"
"bodyPlain","1","blog.pckt.post"
"basePath","1","blog.pckt.publication"
"extensions","1","blog.pckt.publication"
"font","2","blog.pckt.publication;me.skyspace.aesthetics"
"light","1","blog.pckt.publication"
"accent","2","blog.pckt.publication;dev.fudgeu.experimental.atforumv1.forum.identity"
"background","2","blog.pckt.publication;net.nornoe.avatarArchive"
"surfaceHover","1","blog.pckt.publication"
"completed","1","blue.2048.game"
"currentScore","1","blue.2048.game"
"seededRecording","1","blue.2048.game"
"syncStatus","2","blue.2048.game;blue.2048.player.profile"
"won","1","blue.2048.game"
"syncedWithAtRepo","2","blue.2048.game;blue.2048.player.profile"
"soloPlay","1","blue.2048.player.profile"
"favClient","1","blue.atplane.favClient"
"badge","2","blue.badge.collection;community.lexicon.badge.award"
"issued","2","blue.badge.collection;community.lexicon.badge.award"
"proof","1","blue.badge.collection"
"k","1","blue.badge.collection"
"s","1","blue.badge.collection"
"video","4","blue.cerulea.video.video;chat.roomy.v0.videos;so.sprk.feed.story;so.sprk.feed.post"
"tag","4","blue.feeds.hashtag.follow;sh.tangled.repo.artifact;social.grain.gallery;xyz.jeroba.tags.tagged"
"filter","1","blue.flashes.actor.mediaFilter"
"filterType","1","blue.flashes.actor.mediaFilter"
"allowRawDownload","1","blue.flashes.actor.profile"
"enablePortfolio","1","blue.flashes.actor.profile"
"mediaLayout","1","blue.flashes.actor.profile"
"portfolioLayout","1","blue.flashes.actor.profile"
"showFeeds","1","blue.flashes.actor.profile"
"showLikes","1","blue.flashes.actor.profile"
"showLists","1","blue.flashes.actor.profile"
"showMedia","1","blue.flashes.actor.profile"
"cards","1","blue.linkat.board"
"accountType","1","blue.protopro.actor.profile"
"overview","3","blue.protopro.actor.profile;life.smol.resume;org.owdproject.desktop"
"employmentType","1","blue.protopro.job"
"remote","1","blue.protopro.job"
"membership","1","blue.q-p.network.members"
"comments","2","blue.rito.feed.bookmark;com.thinkhubtest.initiatives.task"
"ogpDescription","1","blue.rito.feed.bookmark"
"ogpImage","1","blue.rito.feed.bookmark"
"ogpTitle","1","blue.rito.feed.bookmark"
"comment","2","blue.rito.feed.bookmark;buzz.bookhive.buzz"
"lang","6","blue.rito.feed.bookmark;com.alephcubed.starmark.review;com.skybemoreblue.intro.introduction;li.plonk.paste;org.bluepocket.v1.archive;org.bluepocket.v1.link"
"schema","1","blue.rito.service.schema"
"features","3","blue.skymap.geo.map;com.example.test.esav;social.grain.gallery"
"checksum","1","blue.zio.atfile.upload"
"file","1","blue.zio.atfile.upload"
"finger","1","blue.zio.atfile.upload"
"meta","5","blue.zio.atfile.upload;com.inkreaders.exercise.post;dev.mikchan.atfs.data;net.nornoe.avatarArchive;org.owdproject.application.windows"
"algo","1","blue.zio.atfile.upload"
"app","1","blue.zio.atfile.upload"
"os","2","blue.zio.atfile.upload;is.dame.s.iphone.okay"
"reason","2","blue.zio.atfile.upload;net.anisota.graph.mute"
"channel_id","1","blue.zio.bsky2tg.post"
"error","2","blue.zio.bsky2tg.post;dev.atcities.route"
"message_id","1","blue.zio.bsky2tg.post"
"authors","3","buzz.bookhive.book;com.inkreaders.book.post;dev.indexx.papertrail.bookDefs"
"cover","4","buzz.bookhive.book;com.ruthub.entry;com.ruthub.item;dev.indexx.papertrail.bookDefs"
"hiveId","1","buzz.bookhive.book"
"book","3","buzz.bookhive.buzz;com.inkreaders.book.post;dev.indexx.papertrail.book"
"cssChanges","1","chat.flock.experimental.customview"
"flock","1","chat.flock.experimental.message"
"accountId","1","chat.roomy.profile"
"profileId","1","chat.roomy.profile"
"audio","1","cloud.soundsky.audio"
"feed","2","club.feeed.submission;net.anisota.settings"
"alsoOn","1","club.stellz.evm.addressControl"
"siwe","1","club.stellz.evm.addressControl"
"chainId","1","club.stellz.evm.addressControl"
"issuedAt","2","club.stellz.evm.addressControl;community.lexicon.badge.award"
"nonce","1","club.stellz.evm.addressControl"
"statement","1","club.stellz.evm.addressControl"
"locationType","1","coffee.outof.beanPost"
"lat","1","coffee.outof.beanPost"
"lng","1","coffee.outof.beanPost"
"ratingScale","1","com.alephcubed.starmark.review"
"spoiler","1","com.alephcubed.starmark.review"
"context","2","com.atprofile.beta.profile;net.anisota.beta.game.progress"
"newlinesToLinebreaks","1","com.atprofile.beta.profile"
"collection","5","com.atprofile.beta.profile;com.atproto.lexicon.schema;dev.at-studio.test.xrpc.request;net.anisota.game.inventory;network.cosmik.collectionLink"
"limit","1","com.atprofile.beta.profile"
"rkey","2","com.atprofile.beta.profile;dev.mikchan.atfs.bookmark"
"cts","1","com.atproto.label.defs"
"src","2","com.atproto.label.defs;win.tomo-x.atunits.unit"
"defs","4","com.atproto.lexicon.schema;community.lexicon.location.hthree;community.lexicon.location.geo;community.lexicon.location.fsq"
"lexicon","4","com.atproto.lexicon.schema;community.lexicon.location.hthree;community.lexicon.location.geo;community.lexicon.location.fsq"
"main","4","com.atproto.lexicon.schema;community.lexicon.location.hthree;community.lexicon.location.geo;community.lexicon.location.fsq"
"detail","1","com.atproto.lexicon.schema"
"detail:lang","1","com.atproto.lexicon.schema"
"permissions","1","com.atproto.lexicon.schema"
"ja-JP","1","com.atproto.lexicon.schema"
"aud","1","com.atproto.lexicon.schema"
"lxm","1","com.atproto.lexicon.schema"
"accept","1","com.atproto.lexicon.schema"
"bookshelfRef","2","com.bibliome.book;com.bibliome.comment"
"isbn","1","com.bibliome.book"
"openToContributions","1","com.bibliome.bookshelf"
"bookRef","1","com.bibliome.comment"
"license","5","com.bsky-art-platform.art;exchange.recipe.recipe;place.stream.default.metadata;place.stream.metadata.configuration;uk.ewancroft.site.info"
"platform","5","com.bsky-art-platform.art;net.anisota.beta.game.session;net.anisota.beta.game.progress;net.anisota.beta.game.log;uk.ewancroft.site.info"
"inspiration","1","com.bsky-art-platform.art"
"timeSpent","1","com.bsky-art-platform.art"
"published","2","com.crabdance.nandi.post;dev.indexx.papertrail.bookDefs"
"publicKey","1","com.example.atpwg.publicKey"
"forum","3","com.example.ft.topic.post;dev.fudgeu.experimental.atforumv1.feed.post;party.whey.ft.topic.post"
"reactionEmoji","2","com.example.ft.topic.reaction;party.whey.ft.topic.reaction"
"footer","1","com.example.ft.user.profile"
"langs","6","com.example.ft.user.profile;com.example.test.esav;my.test.blob;net.anisota.feed.draft;net.anisota.feed.post;tools.smokesignal.blahg.content.post"
"record","3","com.example.test.esav;net.anisota.game.inventory;xyz.jeroba.tags.tagged"
"index","2","com.example.test.esav;social.grain.gallery"
"byteEnd","2","com.example.test.esav;social.grain.gallery"
"byteStart","2","com.example.test.esav;social.grain.gallery"
"loginCount","1","com.fadeecho.loggedIn"
"streak","4","com.fadeecho.loggedIn;com.fadeecho.status;net.anisota.beta.game.dailyRewards;net.anisota.beta.game.pack"
"achievements","1","com.fadeecho.status"
"bestScore","1","com.fadeecho.status"
"highestLevel","1","com.fadeecho.status"
"lastSaved","1","com.fadeecho.status"
"levelBests","1","com.fadeecho.status"
"saveReason","1","com.fadeecho.status"
"score","4","com.fadeecho.status;farm.smol.games.skyrdle.player.score;farm.smol.games.skyrdle.score;uk.ewancroft.snake.score"
"sessionId","3","com.fadeecho.status;net.anisota.beta.game.progress;net.anisota.beta.game.log"
"postedTo","1","com.fujocoded.guestbook.submission"
"hiddenSubmissions","1","com.fujocoded.guestbook.gate"
"hiddenAt","1","com.fujocoded.guestbook.gate"
"originallyPostedOn","1","com.fujocoded.guestbook.gate"
"submissionUri","1","com.fujocoded.guestbook.gate"
"satyam","1","com.gainforest.testing.something"
"favoriteMint","1","com.gemmy.actor.favoriteToken"
"mintAddress","1","com.gemmy.favorite.token"
"anchorHello","1","com.germnetwork.keypackage"
"attestation","1","com.hypercert.walletAttestationTest"
"pdf","1","com.imlunahey.pdf"
"article","1","com.inkreaders.article.post"
"source","11","com.inkreaders.article.post;com.inkreaders.exercise.post;dev.pouch.bookmark;jp.5leaf.sync.mastodon;net.anisota.beta.game.specimen;net.anisota.beta.game.collection;net.anisota.beta.game.inventory;sh.tangled.repo.pull;social.atrena.block;test.example.counter;tools.atp.typing.test"
"progress","2","com.inkreaders.book.post;dev.indexx.papertrail.book"
"isbn10","3","com.inkreaders.book.post;social.popfeed.feed.review;social.popfeed.feed.listItem"
"isbn13","3","com.inkreaders.book.post;social.popfeed.feed.review;social.popfeed.feed.listItem"
"allowRemix","1","com.inkreaders.exercise.post"
"questions","1","com.inkreaders.exercise.post"
"difficulty","1","com.inkreaders.exercise.post"
"correct_answer","1","com.inkreaders.exercise.post"
"explanation","1","com.inkreaders.exercise.post"
"options","1","com.inkreaders.exercise.post"
"filename","3","com.lfs-pds.pointer;pet.nkp.file;sh.tangled.string"
"mime","2","com.lfs-pds.pointer;pet.nkp.file"
"animal","1","com.lukeacl.bot.animal.assignment"
"allowMessages","1","com.marketplace.listing"
"condition","1","com.marketplace.listing"
"crossPostedTo","1","com.marketplace.listing"
"featured","1","com.marketplace.listing"
"price","1","com.marketplace.listing"
"viewCount","1","com.marketplace.listing"
"zipCode","1","com.marketplace.listing"
"actionType","1","com.mygame.action"
"target","3","com.mygame.action;sh.tangled.repo.pull;win.tomo-x.atunits.unit"
"keys","2","com.newdin.read.thread;com.ruthub.kanbans"
"linkType","1","com.protruth.feed.postLink"
"parentRef","1","com.protruth.feed.postLink"
"postRef","2","com.protruth.feed.postLink;pub.leaflet.document"
"details","2","com.protruth.feed.post;so.sprk.feed.audio"
"parentUri","1","com.protruth.feed.post"
"indexedAt","1","com.protruth.feed.post"
"profile","3","com.protruth.feed.post;me.atpub.identity.service;net.anisota.settings"
"publisherDomain","1","com.protruth.feed.post"
"thumb","2","com.protruth.feed.post;place.stream.livestream"
"ownership","1","com.retrobrand.photo"
"brand","1","com.retrobrand.photo"
"company","2","com.retrobrand.photo;life.smol.resume"
"relateds","1","com.ruthub.entry"
"attrs","1","com.ruthub.item"
"kind","1","com.ruthub.item"
"skeet","1","com.ruthub.item"
"uuid","1","com.ruthub.item"
"ContentRating","1","com.ruthub.item"
"Creator","1","com.ruthub.item"
"Director","1","com.ruthub.item"
"Genre","1","com.ruthub.item"
"Release","1","com.ruthub.item"
"resources","1","com.ruthub.item"
"bookmarks","2","com.shadowsky.bookmark;com.shadowsky.bookmarks"
"selectedFeedUri","1","com.shadowsky.columns"
"postOrder","1","com.shadowsky.draft"
"columnStorageType","1","com.shadowsky.preferences"
"draftStorageType","1","com.shadowsky.preferences"
"imageLink","1","com.shinolabs.pinksea.oekaki"
"introduction","2","com.skybemoreblue.intro.rejection;com.skybemoreblue.social.intro.rejection"
"participants","1","com.thinkhubtest.initiatives.initiative"
"priority","2","com.thinkhubtest.initiatives.initiative;com.thinkhubtest.initiatives.task"
"timeline","1","com.thinkhubtest.initiatives.initiative"
"current","2","com.thinkhubtest.initiatives.initiative;social.bucket.can.mapping"
"progressPct","1","com.thinkhubtest.initiatives.initiative"
"assignees","1","com.thinkhubtest.initiatives.task"
"initiativeId","2","com.thinkhubtest.initiatives.task;com.thinkhubtest.threads.post"
"ownerDid","1","com.thinkhubtest.initiatives.task"
"deleted","2","com.thinkhubtest.initiatives.task;com.thinkhubtest.initiatives.comment"
"editedAt","1","com.thinkhubtest.initiatives.task"
"taskId","2","com.thinkhubtest.initiatives.task;com.thinkhubtest.initiatives.comment"
"pubKey","1","com.thinkhubtest.userKeys"
"onboarding","1","com.wamellow.bridge.discord"
"uris","2","com.welistskyblue.list.all;community.lexicon.calendar.event"
"markdown","1","community.lexicon.atpublish.mdpost"
"path","1","community.lexicon.atpublish.mdpost"
"previewPlain","1","community.lexicon.atpublish.mdpost"
"signatures","2","community.lexicon.badge.award;net.anisota.game.inventory"
"issuer","2","community.lexicon.badge.award;net.anisota.game.inventory"
"eventTitle","1","community.lexicon.calendar.comment"
"eventUri","1","community.lexicon.calendar.comment"
"endsAt","1","community.lexicon.calendar.event"
"locations","1","community.lexicon.calendar.event"
"startsAt","1","community.lexicon.calendar.event"
"country","1","community.lexicon.location.address"
"locality","1","community.lexicon.location.address"
"postalCode","1","community.lexicon.location.address"
"region","1","community.lexicon.location.address"
"street","1","community.lexicon.location.address"
"properties","3","community.lexicon.location.hthree;community.lexicon.location.geo;community.lexicon.location.fsq"
"_lexicon_store_authority_did","4","community.lexicon.location.hthree.history;community.lexicon.location.geo.history;community.lexicon.location.fsq.history;community.lexicon.location.address.history"
"_lexicon_store_captured_at","4","community.lexicon.location.hthree.history;community.lexicon.location.geo.history;community.lexicon.location.fsq.history;community.lexicon.location.address.history"
"_lexicon_store_indexed_at","4","community.lexicon.location.hthree.history;community.lexicon.location.geo.history;community.lexicon.location.fsq.history;community.lexicon.location.address.history"
"_lexicon_store_lexicon_tid","4","community.lexicon.location.hthree.history;community.lexicon.location.geo.history;community.lexicon.location.fsq.history;community.lexicon.location.address.history"
"_lexicon_store_nsid","4","community.lexicon.location.hthree.history;community.lexicon.location.geo.history;community.lexicon.location.fsq.history;community.lexicon.location.address.history"
"_lexicon_store_operation","4","community.lexicon.location.hthree.history;community.lexicon.location.geo.history;community.lexicon.location.fsq.history;community.lexicon.location.address.history"
"_lexicon_store_source_did","4","community.lexicon.location.hthree.history;community.lexicon.location.geo.history;community.lexicon.location.fsq.history;community.lexicon.location.address.history"
"_lexicon_store_uri","4","community.lexicon.location.hthree.history;community.lexicon.location.geo.history;community.lexicon.location.fsq.history;community.lexicon.location.address.history"
"_lexicon_store_verification_error","4","community.lexicon.location.hthree.history;community.lexicon.location.geo.history;community.lexicon.location.fsq.history;community.lexicon.location.address.history"
"_lexicon_store_verified","4","community.lexicon.location.hthree.history;community.lexicon.location.geo.history;community.lexicon.location.fsq.history;community.lexicon.location.address.history"
"_lexicon_store_verified_at","4","community.lexicon.location.hthree.history;community.lexicon.location.geo.history;community.lexicon.location.fsq.history;community.lexicon.location.address.history"
"altitude","1","community.lexicon.location.geo"
"fsq_place_id","1","community.lexicon.location.fsq"
"xrpc","1","dev.at-studio.test.xrpc.request"
"lexiconSources","1","dev.at-studio.test.xrpc.request"
"nsid","3","dev.at-studio.test.xrpc.request;network.slices.lexicon;social.slices.lexicon"
"headers","1","dev.at-studio.test.xrpc.request"
"lexicons","1","dev.at-studio.test.xrpc.request"
"params","1","dev.at-studio.test.xrpc.request"
"repo","5","dev.at-studio.test.xrpc.request;sh.tangled.repo.artifact;sh.tangled.repo.collaborator;sh.tangled.repo.issue;sh.tangled.repo.pull"
"requests","1","dev.at-studio.test.xrpc.collection"
"burned","1","dev.baileytownsend.health.calories"
"intake","1","dev.baileytownsend.health.calories"
"exercise","1","dev.baileytownsend.health.rings"
"exerciseGoal","1","dev.baileytownsend.health.rings"
"move","1","dev.baileytownsend.health.rings"
"moveGoal","1","dev.baileytownsend.health.rings"
"standGoal","1","dev.baileytownsend.health.rings"
"standHours","1","dev.baileytownsend.health.rings"
"steps","1","dev.baileytownsend.health.steps"
"activity","1","dev.baileytownsend.health.workout"
"caloriesBurned","1","dev.baileytownsend.health.workout"
"distance","1","dev.baileytownsend.health.workout"
"dict","1","dev.baileytownsend.test"
"number","1","dev.baileytownsend.test"
"test","2","dev.baileytownsend.test;net.anisota.game.inventory"
"nice","1","dev.baileytownsend.test"
"note","3","dev.eagraf.note;ink.henry.annotate.mark;my.skylights.rel"
"categoryType","1","dev.fudgeu.experimental.atforumv1.forum.category"
"owned","1","dev.indexx.papertrail.book"
"progress_type","1","dev.indexx.papertrail.book"
"field_sources","1","dev.indexx.papertrail.bookDefs"
"source_id","1","dev.indexx.papertrail.bookDefs"
"owner","1","dev.mikchan.atfs.bookmark"
"blobRef","1","dev.skywell.file"
"recipes","1","exchange.recipe.collection"
"about","1","exchange.recipe.profile"
"profileType","1","exchange.recipe.profile"
"attribution","1","exchange.recipe.recipe"
"cookTime","1","exchange.recipe.recipe"
"ingredients","1","exchange.recipe.recipe"
"instructions","1","exchange.recipe.recipe"
"prepTime","1","exchange.recipe.recipe"
"recipeYield","1","exchange.recipe.recipe"
"suitableForDiet","1","exchange.recipe.recipe"
"totalTime","1","exchange.recipe.recipe"
"aspectRatio","4","exchange.recipe.recipe;net.anisota.feed.post;sc.nexus.feed.post;social.grain.photo"
"height","4","exchange.recipe.recipe;net.anisota.feed.post;sc.nexus.feed.post;social.grain.photo"
"width","4","exchange.recipe.recipe;net.anisota.feed.post;sc.nexus.feed.post;social.grain.photo"
"identifier","2","fail.tree.identity.claim;me.atpub.identity.claim"
"team","1","fail.tree.team.membership"
"gameNumber","2","farm.smol.games.skyrdle.player.score;farm.smol.games.skyrdle.score"
"playerDid","1","farm.smol.games.skyrdle.player.score"
"gameNum","1","farm.smol.games.eggsweeper.score"
"lives","1","farm.smol.games.eggsweeper.score"
"time","2","farm.smol.games.eggsweeper.score;tools.atp.typing.test"
"guesses","1","farm.smol.games.skyrdle.score"
"isWin","1","farm.smol.games.skyrdle.score"
"evaluation","1","farm.smol.games.skyrdle.score"
"letters","1","farm.smol.games.skyrdle.score"
"artistMbIds","1","fm.teal.alpha.play"
"artistName","2","fm.teal.alpha.play;fm.teal.alpha.feed.play"
"isrc","1","fm.teal.alpha.play"
"musicServiceBaseDomain","1","fm.teal.alpha.play"
"originUrl","1","fm.teal.alpha.play"
"playedTime","2","fm.teal.alpha.play;fm.teal.alpha.feed.play"
"recordingMbId","2","fm.teal.alpha.play;fm.teal.alpha.feed.play"
"releaseMbId","2","fm.teal.alpha.play;fm.teal.alpha.feed.play"
"releaseName","2","fm.teal.alpha.play;fm.teal.alpha.feed.play"
"submissionClientAgent","2","fm.teal.alpha.play;fm.teal.alpha.feed.play"
"trackName","2","fm.teal.alpha.play;fm.teal.alpha.feed.play"
"artists","1","fm.teal.alpha.feed.play"
"artistMbId","1","fm.teal.alpha.feed.play"
"completedOnboarding","1","fm.teal.alpha.actor.profileStatus"
"encryptedData","2","game.protonauts.critters;game.protonauts.inventory"
"salt","2","game.protonauts.critters;game.protonauts.inventory"
"color","10","game.protonauts.player;me.skyspace.aesthetics;net.nornoe.avatarArchive;org.xcvr.actor.profile;org.xcvr.lrc.message;place.stream.chat.profile;sh.tangled.label.definition;social.clippr.feed.tag;uk.atproto.bookmark.list;xyz.addmoresphere.vertexAssignment"
"currentStructure","1","game.protonauts.player"
"liveMessage","1","game.protonauts.player"
"secondaryColor","1","game.protonauts.player"
"statusUpdate","1","game.protonauts.player"
"entries","1","guide.atproto.experimental.applicationCollection"
"currentProject","1","inc.toronto.discover.beta.profile"
"interests","2","inc.toronto.discover.beta.profile;me.skyspace.content"
"neighbourhood","1","inc.toronto.discover.beta.profile"
"twitterUrl","1","inc.toronto.discover.beta.profile"
"websiteUrl","1","inc.toronto.discover.beta.profile"
"trail","1","ink.henry.annotate.mark"
"cdnKey","1","io.zzstoatzz.cdn.image"
"cdnUrl","1","io.zzstoatzz.cdn.image"
"expires","1","io.zzstoatzz.status.record"
"answer","1","is.dame.counting.turtles"
"observedAt","1","is.dame.counting.turtles"
"turtleCount","1","is.dame.counting.turtles"
"weatherCondition","1","is.dame.counting.turtles"
"battery","1","is.dame.s.iphone.okay"
"currentApp","1","is.dame.s.iphone.okay"
"deviceDetails","1","is.dame.s.iphone.okay"
"charging","1","is.dame.s.iphone.okay"
"connected","1","is.dame.s.iphone.okay"
"appearance","1","is.dame.s.iphone.okay"
"brightness","1","is.dame.s.iphone.okay"
"cellularBars","1","is.dame.s.iphone.okay"
"cellularNetwork","1","is.dame.s.iphone.okay"
"focus","1","is.dame.s.iphone.okay"
"locked","1","is.dame.s.iphone.okay"
"motion","1","is.dame.s.iphone.okay"
"volume","2","is.dame.s.iphone.okay;org.owdproject.desktop"
"wifi","1","is.dame.s.iphone.okay"
"server","1","jp.5leaf.sync.mastodon"
"shortUrl","1","li.plonk.paste"
"educationHistory","1","life.smol.resume"
"jobHistory","1","life.smol.resume"
"skills","1","life.smol.resume"
"degree","1","life.smol.resume"
"institution","1","life.smol.resume"
"startDate","1","life.smol.resume"
"contentBlob","1","lol.tapapp.tap.doc"
"proofs","1","me.atpub.identity.claim"
"method","2","me.atpub.identity.claim;net.anisota.beta.game.log"
"profileUrlTemplate","1","me.atpub.identity.service"
"verificationMethods","1","me.atpub.identity.service"
"selector","1","me.atpub.identity.service"
"bg","1","me.skyspace.aesthetics"
"effects","2","me.skyspace.aesthetics;net.anisota.beta.game.inventory"
"music","2","me.skyspace.aesthetics;me.skyspace.content"
"panel","1","me.skyspace.aesthetics"
"quote","2","me.skyspace.aesthetics;net.anisota.settings"
"cursorImage","1","me.skyspace.aesthetics"
"cursorTrail","1","me.skyspace.aesthetics"
"cursorTrailParameters","1","me.skyspace.aesthetics"
"cursorURL","1","me.skyspace.aesthetics"
"frameColor","1","me.skyspace.aesthetics"
"frameRadius","1","me.skyspace.aesthetics"
"frameStyle","1","me.skyspace.aesthetics"
"frameThickness","1","me.skyspace.aesthetics"
"panelColor","1","me.skyspace.aesthetics"
"panelTransparency","1","me.skyspace.aesthetics"
"seperatorColor","1","me.skyspace.aesthetics"
"bodyColor","1","me.skyspace.aesthetics"
"linkColor","1","me.skyspace.aesthetics"
"titleColor","1","me.skyspace.aesthetics"
"wiltm","1","me.skyspace.content"
"item","3","my.skylights.listItem;my.skylights.rel;social.grain.gallery.item"
"lastClaimTime","1","net.anisota.beta.game.dailyRewards"
"lastModified","4","net.anisota.beta.game.dailyRewards;net.anisota.beta.game.specimen;net.anisota.beta.game.pack;net.anisota.beta.game.inventory"
"longestStreak","2","net.anisota.beta.game.dailyRewards;net.anisota.beta.game.pack"
"rewardHistory","1","net.anisota.beta.game.dailyRewards"
"totalClaims","1","net.anisota.beta.game.dailyRewards"
"claimTime","1","net.anisota.beta.game.dailyRewards"
"itemsReceived","2","net.anisota.beta.game.dailyRewards;net.anisota.beta.game.pack"
"streakCount","2","net.anisota.beta.game.dailyRewards;net.anisota.beta.game.pack"
"itemId","5","net.anisota.beta.game.dailyRewards;net.anisota.beta.game.pack;net.anisota.beta.game.log;net.anisota.beta.game.inventory;net.anisota.game.inventory"
"quantity","7","net.anisota.beta.game.dailyRewards;net.anisota.beta.game.specimen;net.anisota.beta.game.pack;net.anisota.beta.game.collection;net.anisota.beta.game.log;net.anisota.beta.game.inventory;net.anisota.game.inventory"
"acquiredAt","4","net.anisota.beta.game.specimen;net.anisota.beta.game.collection;net.anisota.beta.game.inventory;net.anisota.game.inventory"
"commonName","2","net.anisota.beta.game.specimen;net.anisota.beta.game.collection"
"family","2","net.anisota.beta.game.specimen;net.anisota.beta.game.collection"
"genus","2","net.anisota.beta.game.specimen;net.anisota.beta.game.collection"
"lastSeen","3","net.anisota.beta.game.specimen;net.anisota.beta.game.collection;xyz.addmoresphere.vertexAssignment"
"scientificName","2","net.anisota.beta.game.specimen;net.anisota.beta.game.collection"
"sourceDetails","3","net.anisota.beta.game.specimen;net.anisota.beta.game.collection;net.anisota.beta.game.inventory"
"specimenData","2","net.anisota.beta.game.specimen;net.anisota.beta.game.collection"
"specimenId","2","net.anisota.beta.game.specimen;net.anisota.beta.game.collection"
"abbreviatedName","1","net.anisota.beta.game.specimen"
"authorship","2","net.anisota.beta.game.specimen;net.anisota.beta.game.collection"
"habitat","1","net.anisota.beta.game.specimen"
"wingspan","1","net.anisota.beta.game.specimen"
"lastOpenTime","1","net.anisota.beta.game.pack"
"packHistory","1","net.anisota.beta.game.pack"
"totalOpens","1","net.anisota.beta.game.pack"
"openTime","1","net.anisota.beta.game.pack"
"logRecordUri","2","net.anisota.beta.game.collection;net.anisota.beta.game.inventory"
"attempts","1","net.anisota.beta.game.collection"
"catchProbability","1","net.anisota.beta.game.collection"
"activitySummary","1","net.anisota.beta.game.session"
"clientVersion","3","net.anisota.beta.game.session;net.anisota.beta.game.progress;net.anisota.beta.game.log"
"lastActivityAt","1","net.anisota.beta.game.session"
"sessionContext","1","net.anisota.beta.game.session"
"startedAt","4","net.anisota.beta.game.session;org.xcvr.lrc.signet;works.catalog.nowPlaying;xyz.statusphere.pomodoroSession"
"currentLevel","1","net.anisota.beta.game.session"
"currentXP","1","net.anisota.beta.game.session"
"gameActions","1","net.anisota.beta.game.session"
"pagesVisited","1","net.anisota.beta.game.session"
"totalEvents","1","net.anisota.beta.game.session"
"xpGainedThisSession","1","net.anisota.beta.game.session"
"authenticationMethod","1","net.anisota.beta.game.session"
"entryPoint","1","net.anisota.beta.game.session"
"isNewUser","1","net.anisota.beta.game.session"
"referrer","1","net.anisota.beta.game.session"
"dailyPacksOpened","1","net.anisota.beta.game.session"
"feedsLoaded","1","net.anisota.beta.game.session"
"itemsCollected","1","net.anisota.beta.game.session"
"levelUps","1","net.anisota.beta.game.session"
"postsViewed","1","net.anisota.beta.game.session"
"specimensCollected","1","net.anisota.beta.game.session"
"cardUri","2","net.anisota.beta.game.progress;net.anisota.beta.game.log"
"currentStamina","1","net.anisota.beta.game.progress"
"progressPercentage","1","net.anisota.beta.game.progress"
"relatedLogUris","1","net.anisota.beta.game.progress"
